State,County,County Code,Year,Year Code,Deaths,Population,Crude Rate
WV,"Lewis County, WV",54041,2019,2019,Suppressed,15907,Suppressed
WV,"Lewis County, WV",54041,2020,2020,Suppressed,15805,Suppressed
WV,"Lewis County, WV",54041,2021,2021,13,16892,Unreliable
WV,"Lincoln County, WV",54043,2018,2018,12,20599,Unreliable
WV,"Lincoln County, WV",54043,2019,2019,13,20409,Unreliable
WV,"Lincoln County, WV",54043,2020,2020,19,20043,Unreliable
WV,"Lincoln County, WV",54043,2021,2021,22,20126,109.3
WV,"Logan County, WV",54045,2018,2018,21,32607,64.4
WV,"Logan County, WV",54045,2019,2019,31,32019,96.8
WV,"Logan County, WV",54045,2020,2020,49,31688,154.6
WV,"Logan County, WV",54045,2021,2021,69,31909,216.2
WV,"McDowell County, WV",54047,2018,2018,17,18223,Unreliable
WV,"McDowell County, WV",54047,2019,2019,Suppressed,17624,Suppressed
WV,"McDowell County, WV",54047,2020,2020,29,16916,171.4
WV,"McDowell County, WV",54047,2021,2021,39,18363,212.4
WV,"Marion County, WV",54049,2018,2018,18,56097,Unreliable
WV,"Marion County, WV",54049,2019,2019,24,56072,42.8
WV,"Marion County, WV",54049,2020,2020,37,55962,66.1
WV,"Marion County, WV",54049,2021,2021,35,56001,62.5
WV,"Marshall County, WV",54051,2018,2018,Suppressed,30785,Suppressed
WV,"Marshall County, WV",54051,2019,2019,Suppressed,30531,Suppressed
WV,"Marshall County, WV",54051,2020,2020,17,30103,Unreliable
WV,"Marshall County, WV",54051,2021,2021,14,30115,Unreliable
WV,"Mason County, WV",54053,2018,2018,15,26718,Unreliable
WV,"Mason County, WV",54053,2019,2019,11,26516,Unreliable
WV,"Mason County, WV",54053,2020,2020,21,26335,79.7
WV,"Mason County, WV",54053,2021,2021,36,25157,143.1
WV,"Mercer County, WV",54055,2018,2018,36,59131,60.9
WV,"Mercer County, WV",54055,2019,2019,29,58758,49.4
WV,"Mercer County, WV",54055,2020,2020,67,58258,115
WV,"Mercer County, WV",54055,2021,2021,96,59097,162.4
WV,"Mineral County, WV",54057,2018,2018,11,26940,Unreliable
WV,"Mineral County, WV",54057,2019,2019,10,26868,Unreliable
WV,"Mineral County, WV",54057,2020,2020,Suppressed,26722,Suppressed
WV,"Mineral County, WV",54057,2021,2021,11,26857,Unreliable
WV,"Mingo County, WV",54059,2018,2018,10,23785,Unreliable
WV,"Mingo County, WV",54059,2019,2019,12,23424,Unreliable
WV,"Mingo County, WV",54059,2020,2020,22,22951,95.9
WV,"Mingo County, WV",54059,2021,2021,35,23005,152.1
WV,"Monongalia County, WV",54061,2018,2018,23,106420,21.6
WV,"Monongalia County, WV",54061,2019,2019,27,105612,25.6
WV,"Monongalia County, WV",54061,2020,2020,39,106819,36.5
WV,"Monongalia County, WV",54061,2021,2021,53,106387,49.8
WV,"Monroe County, WV",54063,2018,2018,Suppressed,13280,Suppressed
WV,"Monroe County, WV",54063,2019,2019,Suppressed,13275,Suppressed
WV,"Monroe County, WV",54063,2020,2020,Suppressed,13229,Suppressed
WV,"Monroe County, WV",54063,2021,2021,10,12332,Unreliable
WV,"Morgan County, WV",54065,2018,2018,Suppressed,17787,Suppressed
WV,"Morgan County, WV",54065,2019,2019,11,17884,Unreliable
WV,"Morgan County, WV",54065,2020,2020,12,17873,Unreliable
WV,"Morgan County, WV",54065,2021,2021,15,17221,Unreliable
WV,"Nicholas County, WV",54067,2018,2018,Suppressed,24842,Suppressed
WV,"Nicholas County, WV",54067,2019,2019,Suppressed,24496,Suppressed
WV,"Nicholas County, WV",54067,2020,2020,10,24340,Unreliable
WV,"Nicholas County, WV",54067,2021,2021,11,24300,Unreliable
WV,"Ohio County, WV",54069,2018,2018,22,41755,52.7
WV,"Ohio County, WV",54069,2019,2019,19,41411,Unreliable
WV,"Ohio County, WV",54069,2020,2020,35,41182,85
WV,"Ohio County, WV",54069,2021,2021,36,41776,86.2
WV,"Pendleton County, WV",54071,2018,2018,Suppressed,6997,Suppressed
WV,"Pendleton County, WV",54071,2019,2019,Suppressed,6969,Suppressed
WV,"Pendleton County, WV",54071,2020,2020,Suppressed,6932,Suppressed
WV,"Pendleton County, WV",54071,2021,2021,Suppressed,6142,Suppressed
WV,"Pleasants County, WV",54073,2018,2018,Suppressed,7507,Suppressed
WV,"Pleasants County, WV",54073,2019,2019,Suppressed,7460,Suppressed
WV,"Pleasants County, WV",54073,2020,2020,Suppressed,7438,Suppressed
WV,"Pleasants County, WV",54073,2021,2021,Suppressed,7601,Suppressed
WV,"Pocahontas County, WV",54075,2018,2018,Suppressed,8414,Suppressed
WV,"Pocahontas County, WV",54075,2019,2019,Suppressed,8247,Suppressed
WV,"Pocahontas County, WV",54075,2020,2020,Suppressed,8190,Suppressed
WV,"Pocahontas County, WV",54075,2021,2021,Suppressed,7841,Suppressed
WV,"Preston County, WV",54077,2018,2018,Suppressed,33839,Suppressed
WV,"Preston County, WV",54077,2019,2019,Suppressed,33432,Suppressed
WV,"Preston County, WV",54077,2020,2020,11,33380,Unreliable
WV,"Preston County, WV",54077,2021,2021,18,34358,Unreliable
WV,"Putnam County, WV",54079,2018,2018,25,56682,44.1
WV,"Putnam County, WV",54079,2019,2019,23,56450,40.7
WV,"Putnam County, WV",54079,2020,2020,30,56428,53.2
WV,"Putnam County, WV",54079,2021,2021,22,57260,38.4
WV,"Raleigh County, WV",54081,2018,2018,57,74254,76.8
WV,"Raleigh County, WV",54081,2019,2019,69,73361,94.1
WV,"Raleigh County, WV",54081,2020,2020,103,72920,141.3
WV,"Raleigh County, WV",54081,2021,2021,112,73771,151.8
WV,"Randolph County, WV",54083,2018,2018,Suppressed,28823,Suppressed
WV,"Randolph County, WV",54083,2019,2019,Suppressed,28695,Suppressed
WV,"Randolph County, WV",54083,2020,2020,Suppressed,28387,Suppressed
WV,"Randolph County, WV",54083,2021,2021,Suppressed,27806,Suppressed
WV,"Ritchie County, WV",54085,2018,2018,Suppressed,9721,Suppressed
WV,"Ritchie County, WV",54085,2019,2019,Suppressed,9554,Suppressed
WV,"Ritchie County, WV",54085,2020,2020,Suppressed,9499,Suppressed
WV,"Ritchie County, WV",54085,2021,2021,Suppressed,8383,Suppressed
WV,"Roane County, WV",54087,2018,2018,Suppressed,13932,Suppressed
WV,"Roane County, WV",54087,2019,2019,Suppressed,13688,Suppressed
WV,"Roane County, WV",54087,2020,2020,Suppressed,13482,Suppressed
WV,"Roane County, WV",54087,2021,2021,Suppressed,13898,Suppressed
WV,"Summers County, WV",54089,2018,2018,Suppressed,12760,Suppressed
WV,"Summers County, WV",54089,2019,2019,Suppressed,12573,Suppressed
WV,"Summers County, WV",54089,2020,2020,21,12444,168.8
WV,"Summers County, WV",54089,2021,2021,15,11908,Unreliable
WV,"Taylor County, WV",54091,2018,2018,Suppressed,16862,Suppressed
WV,"Taylor County, WV",54091,2019,2019,Suppressed,16695,Suppressed
WV,"Taylor County, WV",54091,2020,2020,Suppressed,16699,Suppressed
WV,"Taylor County, WV",54091,2021,2021,14,16492,Unreliable
WV,"Tucker County, WV",54093,2018,2018,Suppressed,6955,Suppressed
WV,"Tucker County, WV",54093,2019,2019,Suppressed,6839,Suppressed
WV,"Tucker County, WV",54093,2020,2020,Suppressed,6816,Suppressed
WV,"Tucker County, WV",54093,2021,2021,Suppressed,6672,Suppressed
WV,"Tyler County, WV",54095,2018,2018,Suppressed,8746,Suppressed
WV,"Tyler County, WV",54095,2019,2019,Suppressed,8591,Suppressed
WV,"Tyler County, WV",54095,2020,2020,Suppressed,8533,Suppressed
WV,"Tyler County, WV",54095,2021,2021,Suppressed,8155,Suppressed
WV,"Upshur County, WV",54097,2018,2018,Suppressed,24415,Suppressed
WV,"Upshur County, WV",54097,2019,2019,Suppressed,24176,Suppressed
WV,"Upshur County, WV",54097,2020,2020,10,24230,Unreliable
WV,"Upshur County, WV",54097,2021,2021,Suppressed,23791,Suppressed
WV,"Wayne County, WV",54099,2018,2018,27,39944,67.6
WV,"Wayne County, WV",54099,2019,2019,27,39402,68.5
WV,"Wayne County, WV",54099,2020,2020,52,39054,133.1
WV,"Wayne County, WV",54099,2021,2021,51,38498,132.5
WV,"Webster County, WV",54101,2018,2018,Suppressed,8285,Suppressed
WV,"Webster County, WV",54101,2019,2019,Suppressed,8114,Suppressed
WV,"Webster County, WV",54101,2020,2020,Suppressed,8058,Suppressed
WV,"Webster County, WV",54101,2021,2021,Suppressed,8249,Suppressed
WV,"Wetzel County, WV",54103,2018,2018,Suppressed,15270,Suppressed
WV,"Wetzel County, WV",54103,2019,2019,Suppressed,15065,Suppressed
WV,"Wetzel County, WV",54103,2020,2020,Suppressed,14904,Suppressed
WV,"Wetzel County, WV",54103,2021,2021,Suppressed,14170,Suppressed
WV,"Wirt County, WV",54105,2018,2018,Suppressed,5830,Suppressed
WV,"Wirt County, WV",54105,2019,2019,Suppressed,5821,Suppressed
WV,"Wirt County, WV",54105,2020,2020,Suppressed,5705,Suppressed
WV,"Wirt County, WV",54105,2021,2021,Suppressed,5063,Suppressed
WV,"Wood County, WV",54107,2018,2018,32,84203,38
WV,"Wood County, WV",54107,2019,2019,38,83518,45.5
WV,"Wood County, WV",54107,2020,2020,35,82938,42.2
WV,"Wood County, WV",54107,2021,2021,57,83624,68.2
WV,"Wyoming County, WV",54109,2018,2018,Suppressed,20786,Suppressed
WV,"Wyoming County, WV",54109,2019,2019,10,20394,Unreliable
WV,"Wyoming County, WV",54109,2020,2020,24,20123,119.3
WV,"Wyoming County, WV",54109,2021,2021,27,21051,128.3
VA,"Accomack County, VA",51001,2018,2018,Suppressed,32412,Suppressed
VA,"Accomack County, VA",51001,2019,2019,Suppressed,32316,Suppressed
VA,"Accomack County, VA",51001,2020,2020,Suppressed,32238,Suppressed
VA,"Accomack County, VA",51001,2021,2021,13,33246,Unreliable
VA,"Albemarle County, VA",51003,2018,2018,Suppressed,108718,Suppressed
VA,"Albemarle County, VA",51003,2019,2019,11,109330,Unreliable
VA,"Albemarle County, VA",51003,2020,2020,12,110652,Unreliable
VA,"Albemarle County, VA",51003,2021,2021,17,113535,Unreliable
VA,"Alleghany County, VA",51005,2018,2018,Suppressed,14910,Suppressed
VA,"Alleghany County, VA",51005,2019,2019,Suppressed,14860,Suppressed
VA,"Alleghany County, VA",51005,2020,2020,Suppressed,14701,Suppressed
VA,"Alleghany County, VA",51005,2021,2021,Suppressed,14986,Suppressed
VA,"Amelia County, VA",51007,2018,2018,Suppressed,13013,Suppressed
VA,"Amelia County, VA",51007,2019,2019,Suppressed,13145,Suppressed
VA,"Amelia County, VA",51007,2020,2020,Suppressed,13014,Suppressed
VA,"Amelia County, VA",51007,2021,2021,Suppressed,13268,Suppressed
VA,"Amherst County, VA",51009,2018,2018,Suppressed,31666,Suppressed
VA,"Amherst County, VA",51009,2019,2019,Suppressed,31605,Suppressed
VA,"Amherst County, VA",51009,2020,2020,10,31667,Unreliable
VA,"Amherst County, VA",51009,2021,2021,12,31273,Unreliable
VA,"Appomattox County, VA",51011,2018,2018,Suppressed,15841,Suppressed
VA,"Appomattox County, VA",51011,2019,2019,Suppressed,15911,Suppressed
VA,"Appomattox County, VA",51011,2020,2020,Suppressed,16043,Suppressed
VA,"Appomattox County, VA",51011,2021,2021,Suppressed,16353,Suppressed
VA,"Arlington County, VA",51013,2018,2018,12,237521,Unreliable
VA,"Arlington County, VA",51013,2019,2019,19,236842,Unreliable
VA,"Arlington County, VA",51013,2020,2020,38,240119,15.8
VA,"Arlington County, VA",51013,2021,2021,28,232965,12
VA,"Augusta County, VA",51015,2018,2018,12,75457,Unreliable
VA,"Augusta County, VA",51015,2019,2019,Suppressed,75558,Suppressed
VA,"Augusta County, VA",51015,2020,2020,14,76544,Unreliable
VA,"Augusta County, VA",51015,2021,2021,11,77563,Unreliable
VA,"Bath County, VA",51017,2018,2018,Suppressed,4292,Suppressed
VA,"Bath County, VA",51017,2019,2019,0,4147,Unreliable
VA,"Bath County, VA",51017,2020,2020,Suppressed,4119,Suppressed
VA,"Bath County, VA",51017,2021,2021,0,4114,Unreliable
VA,"Bedford County, VA",51019,2018,2018,Suppressed,78747,Suppressed
VA,"Bedford County, VA",51019,2019,2019,Suppressed,78997,Suppressed
VA,"Bedford County, VA",51019,2020,2020,21,79811,26.3
VA,"Bedford County, VA",51019,2021,2021,27,80131,33.7
VA,"Bland County, VA",51021,2018,2018,0,6293,Unreliable
VA,"Bland County, VA",51021,2019,2019,Suppressed,6280,Suppressed
VA,"Bland County, VA",51021,2020,2020,Suppressed,6239,Suppressed
VA,"Bland County, VA",51021,2021,2021,Suppressed,6173,Suppressed
VA,"Botetourt County, VA",51023,2018,2018,10,33277,Unreliable
VA,"Botetourt County, VA",51023,2019,2019,Suppressed,33419,Suppressed
VA,"Botetourt County, VA",51023,2020,2020,Suppressed,33633,Suppressed
VA,"Botetourt County, VA",51023,2021,2021,13,33866,Unreliable
VA,"Brunswick County, VA",51025,2018,2018,Suppressed,16384,Suppressed
VA,"Brunswick County, VA",51025,2019,2019,Suppressed,16231,Suppressed
VA,"Brunswick County, VA",51025,2020,2020,Suppressed,16037,Suppressed
VA,"Brunswick County, VA",51025,2021,2021,Suppressed,15940,Suppressed
VA,"Buchanan County, VA",51027,2018,2018,10,21221,Unreliable
VA,"Buchanan County, VA",51027,2019,2019,Suppressed,21004,Suppressed
VA,"Buchanan County, VA",51027,2020,2020,Suppressed,20613,Suppressed
VA,"Buchanan County, VA",51027,2021,2021,Suppressed,19816,Suppressed
VA,"Buckingham County, VA",51029,2018,2018,Suppressed,16999,Suppressed
VA,"Buckingham County, VA",51029,2019,2019,Suppressed,17148,Suppressed
VA,"Buckingham County, VA",51029,2020,2020,Suppressed,17168,Suppressed
VA,"Buckingham County, VA",51029,2021,2021,Suppressed,16947,Suppressed
VA,"Campbell County, VA",51031,2018,2018,11,54973,Unreliable
VA,"Campbell County, VA",51031,2019,2019,Suppressed,54885,Suppressed
VA,"Campbell County, VA",51031,2020,2020,16,55304,Unreliable
VA,"Campbell County, VA",51031,2021,2021,Suppressed,55492,Suppressed
VA,"Caroline County, VA",51033,2018,2018,12,30772,Unreliable
VA,"Caroline County, VA",51033,2019,2019,Suppressed,30725,Suppressed
VA,"Caroline County, VA",51033,2020,2020,13,30860,Unreliable
VA,"Caroline County, VA",51033,2021,2021,20,31332,63.8
VA,"Carroll County, VA",51035,2018,2018,Suppressed,29636,Suppressed
VA,"Carroll County, VA",51035,2019,2019,Suppressed,29791,Suppressed
VA,"Carroll County, VA",51035,2020,2020,Suppressed,30074,Suppressed
VA,"Carroll County, VA",51035,2021,2021,Suppressed,29048,Suppressed
VA,"Charles City County, VA",51036,2018,2018,Suppressed,6941,Suppressed
VA,"Charles City County, VA",51036,2019,2019,Suppressed,6963,Suppressed
VA,"Charles City County, VA",51036,2020,2020,0,6821,Unreliable
VA,"Charles City County, VA",51036,2021,2021,Suppressed,6594,Suppressed
VA,"Charlotte County, VA",51037,2018,2018,Suppressed,11938,Suppressed
VA,"Charlotte County, VA",51037,2019,2019,Suppressed,11880,Suppressed
VA,"Charlotte County, VA",51037,2020,2020,Suppressed,11820,Suppressed
VA,"Charlotte County, VA",51037,2021,2021,Suppressed,11448,Suppressed
VA,"Chesterfield County, VA",51041,2018,2018,97,348556,27.8
VA,"Chesterfield County, VA",51041,2019,2019,89,352802,25.2
VA,"Chesterfield County, VA",51041,2020,2020,112,358245,31.3
VA,"Chesterfield County, VA",51041,2021,2021,137,370688,37
VA,"Clarke County, VA",51043,2018,2018,Suppressed,14523,Suppressed
VA,"Clarke County, VA",51043,2019,2019,Suppressed,14619,Suppressed
VA,"Clarke County, VA",51043,2020,2020,0,14622,Unreliable
VA,"Clarke County, VA",51043,2021,2021,Suppressed,14881,Suppressed
VA,"Craig County, VA",51045,2018,2018,0,5064,Unreliable
VA,"Craig County, VA",51045,2019,2019,0,5131,Unreliable
VA,"Craig County, VA",51045,2020,2020,Suppressed,5077,Suppressed
VA,"Craig County, VA",51045,2021,2021,Suppressed,4865,Suppressed
VA,"Culpeper County, VA",51047,2018,2018,17,51859,Unreliable
VA,"Culpeper County, VA",51047,2019,2019,12,52605,Unreliable
VA,"Culpeper County, VA",51047,2020,2020,19,53569,Unreliable
VA,"Culpeper County, VA",51047,2021,2021,23,53596,42.9
VA,"Cumberland County, VA",51049,2018,2018,0,9809,Unreliable
VA,"Cumberland County, VA",51049,2019,2019,Suppressed,9932,Suppressed
VA,"Cumberland County, VA",51049,2020,2020,Suppressed,9933,Suppressed
VA,"Cumberland County, VA",51049,2021,2021,Suppressed,9681,Suppressed
VA,"Dickenson County, VA",51051,2018,2018,Suppressed,14523,Suppressed
VA,"Dickenson County, VA",51051,2019,2019,Suppressed,14318,Suppressed
VA,"Dickenson County, VA",51051,2020,2020,Suppressed,14078,Suppressed
VA,"Dickenson County, VA",51051,2021,2021,Suppressed,13787,Suppressed
VA,"Dinwiddie County, VA",51053,2018,2018,Suppressed,28529,Suppressed
VA,"Dinwiddie County, VA",51053,2019,2019,Suppressed,28544,Suppressed
VA,"Dinwiddie County, VA",51053,2020,2020,Suppressed,28688,Suppressed
VA,"Dinwiddie County, VA",51053,2021,2021,10,27912,Unreliable
VA,"Essex County, VA",51057,2018,2018,Suppressed,10919,Suppressed
VA,"Essex County, VA",51057,2019,2019,0,10953,Unreliable
VA,"Essex County, VA",51057,2020,2020,Suppressed,10943,Suppressed
VA,"Essex County, VA",51057,2021,2021,Suppressed,10573,Suppressed
VA,"Fairfax County, VA",51059,2018,2018,98,1150795,8.5
VA,"Fairfax County, VA",51059,2019,2019,101,1147532,8.8
VA,"Fairfax County, VA",51059,2020,2020,121,1150847,10.5
VA,"Fairfax County, VA",51059,2021,2021,129,1139720,11.3
VA,"Fauquier County, VA",51061,2018,2018,15,70675,Unreliable
VA,"Fauquier County, VA",51061,2019,2019,18,71222,Unreliable
VA,"Fauquier County, VA",51061,2020,2020,11,71361,Unreliable
VA,"Fauquier County, VA",51061,2021,2021,21,73815,28.4
VA,"Floyd County, VA",51063,2018,2018,Suppressed,15795,Suppressed
VA,"Floyd County, VA",51063,2019,2019,Suppressed,15749,Suppressed
VA,"Floyd County, VA",51063,2020,2020,Suppressed,15777,Suppressed
VA,"Floyd County, VA",51063,2021,2021,Suppressed,15566,Suppressed
VA,"Fluvanna County, VA",51065,2018,2018,Suppressed,26783,Suppressed
VA,"Fluvanna County, VA",51065,2019,2019,Suppressed,27270,Suppressed
VA,"Fluvanna County, VA",51065,2020,2020,Suppressed,27422,Suppressed
VA,"Fluvanna County, VA",51065,2021,2021,Suppressed,27723,Suppressed
VA,"Franklin County, VA",51067,2018,2018,21,56195,37.4
VA,"Franklin County, VA",51067,2019,2019,11,56042,Unreliable
VA,"Franklin County, VA",51067,2020,2020,23,56167,40.9
VA,"Franklin County, VA",51067,2021,2021,26,54938,47.3
VA,"Frederick County, VA",51069,2018,2018,20,88355,22.6
VA,"Frederick County, VA",51069,2019,2019,16,89313,Unreliable
VA,"Frederick County, VA",51069,2020,2020,28,91119,30.7
VA,"Frederick County, VA",51069,2021,2021,19,93717,Unreliable
VA,"Giles County, VA",51071,2018,2018,Suppressed,16844,Suppressed
VA,"Giles County, VA",51071,2019,2019,Suppressed,16720,Suppressed
VA,"Giles County, VA",51071,2020,2020,Suppressed,16663,Suppressed
VA,"Giles County, VA",51071,2021,2021,Suppressed,16562,Suppressed
VA,"Gloucester County, VA",51073,2018,2018,Suppressed,37349,Suppressed
VA,"Gloucester County, VA",51073,2019,2019,Suppressed,37348,Suppressed
VA,"Gloucester County, VA",51073,2020,2020,10,37459,Unreliable
VA,"Gloucester County, VA",51073,2021,2021,13,39069,Unreliable
VA,"Goochland County, VA",51075,2018,2018,Suppressed,23244,Suppressed
VA,"Goochland County, VA",51075,2019,2019,Suppressed,23753,Suppressed
VA,"Goochland County, VA",51075,2020,2020,Suppressed,24431,Suppressed
VA,"Goochland County, VA",51075,2021,2021,Suppressed,25488,Suppressed
VA,"Grayson County, VA",51077,2018,2018,0,15631,Unreliable
VA,"Grayson County, VA",51077,2019,2019,Suppressed,15550,Suppressed
VA,"Grayson County, VA",51077,2020,2020,Suppressed,15493,Suppressed
VA,"Grayson County, VA",51077,2021,2021,Suppressed,15359,Suppressed
VA,"Greene County, VA",51079,2018,2018,Suppressed,19779,Suppressed
VA,"Greene County, VA",51079,2019,2019,Suppressed,19819,Suppressed
VA,"Greene County, VA",51079,2020,2020,Suppressed,20131,Suppressed
VA,"Greene County, VA",51079,2021,2021,Suppressed,20968,Suppressed
VA,"Greensville County, VA",51081,2018,2018,Suppressed,11627,Suppressed
VA,"Greensville County, VA",51081,2019,2019,Suppressed,11336,Suppressed
VA,"Greensville County, VA",51081,2020,2020,Suppressed,11280,Suppressed
VA,"Greensville County, VA",51081,2021,2021,Suppressed,11437,Suppressed
VA,"Halifax County, VA",51083,2018,2018,Suppressed,34120,Suppressed
VA,"Halifax County, VA",51083,2019,2019,Suppressed,33911,Suppressed
VA,"Halifax County, VA",51083,2020,2020,11,33633,Unreliable
VA,"Halifax County, VA",51083,2021,2021,17,33738,Unreliable
VA,"Hanover County, VA",51085,2018,2018,20,107239,18.6
VA,"Hanover County, VA",51085,2019,2019,23,107766,21.3
VA,"Hanover County, VA",51085,2020,2020,30,108262,27.7
VA,"Hanover County, VA",51085,2021,2021,30,111603,26.9
VA,"Henrico County, VA",51087,2018,2018,62,329261,18.8
VA,"Henrico County, VA",51087,2019,2019,71,330818,21.5
VA,"Henrico County, VA",51087,2020,2020,99,333766,29.7
VA,"Henrico County, VA",51087,2021,2021,125,333554,37.5
VA,"Henry County, VA",51089,2018,2018,15,50953,Unreliable
VA,"Henry County, VA",51089,2019,2019,17,50557,Unreliable
VA,"Henry County, VA",51089,2020,2020,34,50309,67.6
VA,"Henry County, VA",51089,2021,2021,53,50248,105.5
VA,"Highland County, VA",51091,2018,2018,0,2210,Unreliable
VA,"Highland County, VA",51091,2019,2019,0,2190,Unreliable
VA,"Highland County, VA",51091,2020,2020,0,2200,Unreliable
VA,"Highland County, VA",51091,2021,2021,0,2226,Unreliable
VA,"Isle of Wight County, VA",51093,2018,2018,10,36953,Unreliable
